,nth_percentile,m_prop,f_prop,avg_motivation,avg_anxiety,avg_interest,avg_work_ethic,avg_parents,avg_behavior,avg_self,m_motivation,m_anxiety,m_interest,m_work_ethic,m_parents,m_behavior,m_self,f_motivation,f_anxiety,f_interest,f_work_ethic,f_parents,f_behavior,f_self
49,0.49,0.5151116474096913,0.4848883525903087,3.0001567639012694,2.2979977801344127,2.439529568319174,2.8774238169781117,3.059074310924459,1.6123364598662,2.6353744542705058,3.064571275135748,2.21350452881098,2.5023845711960555,2.83211376223587,3.0950185867649362,1.6709838946532174,2.7412854227792036,2.93171991885381,2.3876493667488754,2.3728463325757674,2.9254354538784573,3.02095216269385,1.5503918963588283,1.5503918963588283
50,0.5,0.5156542835606338,0.4843457164393662,3.001719150965297,2.2930342623939763,2.4414566513242284,2.8780527836592915,3.059550684610153,1.6120400229712417,2.640341168705712,3.065943924096825,2.2085898459083118,2.503662702043306,2.8323651996979855,3.095199060365915,1.67031819352939,2.745695788100297,2.9333007217737235,2.382819843342029,2.3752838660282114,2.926594721502961,3.021635783190564,1.5503122076099387,1.5503122076099387
51,0.51,0.5165756531966731,0.4834243468033269,3.0032237111554805,2.2884068251289986,2.443508405112977,2.8784581906373377,3.0600172378317096,1.6121394872851083,2.6454994081996315,3.067250303375517,2.2042168900436194,2.5056010928961747,2.8325204949405554,3.0955388096566416,1.6703510951821974,2.750205349093428,2.9347435965353745,2.3782576817969616,2.3771967054392085,2.9274647019431006,3.02208715159045,1.5502267867341382,1.5502267867341382
52,0.52,0.5175256493840716,0.48247435061592836,3.0048412703597958,2.283041405468385,2.445382580569124,2.8790065107514944,3.0607875325595533,1.611926875262826,2.6511052259651877,3.0687224864087588,2.1991166212672884,2.5069672856998277,2.833044812220174,3.096109355900921,1.6698673917191376,2.7553814748660033,2.9361988343724588,2.3729884587050574,2.3793092917831644,2.928264925940023,3.0229005902069237,1.550019027685282,1.550019027685282
53,0.53,0.5182047813543814,0.48179521864561853,3.0060497307528258,2.2779849191524537,2.4475125391535486,2.879931391931069,3.061113530049794,1.6119165298394933,2.6565597196007764,3.070083641689793,2.1943769785666043,2.5088157233595734,2.8341352643195563,3.096487599744342,1.6699488963158713,2.76066324208332,2.9370361138805805,2.3678341373636655,2.381531325401448,2.929178193198569,3.023062341550254,1.5497125758480401,1.5497125758480401
54,0.54,0.5189645061797477,0.4810354938202524,3.007654486725181,2.27264781667668,2.4499515120059003,2.8808952452614127,3.061520302819554,1.6119350959891472,2.662327959916275,3.072003935716628,2.1891961329624996,2.5114890733748205,2.8352553444880115,3.0963813546266783,1.669946773340386,2.76624138709287,2.938098243026702,2.362636201356601,2.38353261101092,2.93010737307845,3.0239176549304614,1.5495635112463388,1.5495635112463388
55,0.55,0.5198907063809532,0.48010929361904675,3.009213652229042,2.26698045607207,2.452087886002332,2.881591918452444,3.061838610446831,1.6120846931772022,2.6682060315668736,3.0737359738625103,2.184375464533279,2.513545359329681,2.8358651502842758,3.0967969356911964,1.6699275949093755,2.7712698950219545,2.9392309926657467,2.3564165215736605,2.385524076848122,2.931063554142761,3.0240035769651294,1.549687722925068,1.549687722925068
56,0.56,0.5208201700809219,0.47917982991907815,3.0108165112119765,2.261841103915906,2.4542179343440473,2.88248382944326,3.062079287331525,1.6120074284199744,2.673646006610438,3.0748509951881013,2.1797239724799287,2.5152721988401905,2.8366728558023064,3.0966473225331095,1.669707199448846,2.776136771982136,2.9410989894179105,2.3510583159817524,2.3878372335668505,2.9322335800022383,3.0245196186829673,1.5495289000954882,1.5495289000954882
57,0.5700000000000001,0.5219092032059446,0.4780907967940554,3.0125800032074177,2.2565036710721498,2.45701954968513,2.883302950078709,3.0625891304780968,1.6122085610867685,2.679186613442333,3.0764522792619267,2.174900460064379,2.5178171537341845,2.8372108334861323,3.0968778953865534,1.6693623245478326,2.780988249897678,2.9427528381347656,2.3455676181993126,2.3906340740287924,2.9335809385056404,3.025167253970355,1.5500489476260402,1.5500489476260402
58,0.58,0.5226170847564088,0.4773829152435913,3.0141242726858524,2.2503616071766306,2.4597735778443113,2.884393567290823,3.0632998806520293,1.612205640590633,2.6853034203194275,3.077949578631624,2.1691991017963357,2.5208992738782348,2.8383813593578178,3.0973223776821954,1.6694926535135057,2.7866862923358364,2.94416654924616,2.3392874603749396,2.392853222948712,2.9347128590248737,3.0260654938763496,1.5497359707488545,1.5497359707488545
59,0.59,0.5235265156843438,0.4764734843156562,3.0160611642767603,2.244881422772825,2.4624036826544526,2.8852184231483804,3.0637670248976185,1.6123671132072572,2.691114596289916,3.0799040130705606,2.1636342241898383,2.5232498610420384,2.8392175361528023,3.0976428012514985,1.6693702430280055,2.792586257741029,2.945786566469162,2.3341989522021875,2.3955171083097504,2.935748933077127,3.0265357348251345,1.5499231425444244,1.5499231425444244
60,0.6,0.5245420868491459,0.47545791315085406,3.017851971856339,2.2390656432184635,2.4647741798875407,2.8857227124657268,3.0644033844361718,1.6128184256266271,2.6972372980583486,3.081500670940808,2.158359393793496,2.52530458180731,2.8392887924902626,3.0981000794753193,1.669470053002207,2.7980952380951885,2.9475273050755315,2.3281614632606686,2.397975848757795,2.9369404293810564,3.0272263031343676,1.5505033196802538,1.5505033196802538
61,0.61,0.5257668711656441,0.4742331288343558,3.0205775882873462,2.232970150947785,2.4685122041658607,2.8868248271976555,3.064943430195251,1.6132279473582098,2.7036558300610536,3.0838099680374373,2.152747049579269,2.52835865515814,2.8402932251331903,3.0983799856450225,1.6697030831305633,2.80432687853234,2.9504039306868517,2.3220572132492476,2.4021570993897567,2.938378306425587,3.027882899775943,1.550829504849413,1.550829504849413
62,0.62,0.5265885082142258,0.4734114917857743,3.022633414115436,2.227470656155856,2.4718218536537018,2.887890669047289,3.065611753172875,1.6140748854892282,2.709405454030401,3.0856178316043126,2.147601487644863,2.5312794089968005,2.841270844636909,3.0987658206266024,1.6701924440313205,2.8099620972836132,2.952512847312952,2.316500079048449,2.405680212168269,2.939705121825133,3.028746894355465,1.551866114778721,1.551866114778721
63,0.63,0.527795246230988,0.472204753769012,3.0243622189869988,2.2215170014665873,2.474621086825611,2.8885368209878686,3.066476676591978,1.614332003776056,2.715895217413464,3.0869377023950753,2.142252339464209,2.5340165844408378,2.8418058365934082,3.0992100596481804,1.670201820499992,2.816051099611894,2.954367356453753,2.3103500650945965,2.408236942309074,2.940729089451842,3.0299051392890575,1.552094944446442,1.552094944446442
64,0.64,0.5288244342908119,0.471175565709188,3.026140138799506,2.216569612161505,2.4775393007773014,2.8890916499483477,3.066768073246219,1.6149629535783872,2.72173264023027,3.0880230168516234,2.137954188373299,2.5368859887620085,2.8425010141240246,3.098930171800512,1.6708233347124535,2.82094515075669,2.9566431565148354,2.305036105114122,2.410928628234293,2.941352394425714,3.0306908533342747,1.5524863028912006,1.5524863028912006
65,0.65,0.5299151834554802,0.4700848165445199,3.02894998166024,2.2105603370665716,2.481269723158574,2.88997680777499,3.0677433665458356,1.6158923211043805,2.7283436845524824,3.0904784002699968,2.13190810682398,2.5409520668425682,2.843259138155228,3.0997103613691586,1.6719771727499704,2.827391903150686,2.959524172204345,2.2994706356207026,2.4139545974818772,2.942635748198878,3.031713848508031,1.5528617648743057,1.5528617648743057
66,0.66,0.5311158863230532,0.4688841136769468,3.0315372723675615,2.204848316428197,2.485001060484503,2.8910790424778017,3.0688114553175674,1.6169270977760524,2.73513598870466,3.092812505409663,2.1268120232662047,2.5444457940033316,2.8440251938549412,3.1004021657756247,1.6728342101595708,2.833349623010354,2.9620034966408673,2.2935230443471077,2.4175736582101597,2.944407048109427,3.0329991316018288,1.5537296679925958,1.5537296679925958
67,0.67,0.532058801507475,0.467941198492525,3.0334986299031925,2.198420685769992,2.4881195598464405,2.8917497954975455,3.0691424631506607,1.617579125829833,2.7419945998735082,3.095093744992255,2.120613587082991,2.547018082504775,2.844880871096493,3.1008333631813993,1.6735646961850663,2.8394533144160667,2.963334617880902,2.2871642889259887,2.421075891496495,2.945052948976598,3.0330813175467686,1.5540546722511386,1.5540546722511386
68,0.68,0.533186595357159,0.46681340464284105,3.035356105006702,2.1923947933282677,2.4920713529204095,2.8925851751732896,3.0700059677218037,1.6184104489346647,2.7487424582052733,3.096109074243813,2.114717496401682,2.550115800308801,2.845537428220368,3.100691435419803,1.6743802681815667,2.8460966542751223,2.9658101273791786,2.2812658334739346,2.4256853346787755,2.946357723233648,3.0349127357331316,1.5545729462501314,1.5545729462501314
69,0.6900000000000001,0.5345385789159424,0.4654614210840576,3.0381265319709088,2.1863789095413253,2.495890203215044,2.8934603768594425,3.0715140452285477,1.619292630555443,2.7552112389289354,3.0994106553512495,2.10927373453732,2.553534618075912,2.8466971509267904,3.1022586438019486,1.674982928032171,2.8519145214647375,2.967654840388619,2.27511189712002,2.429675450220494,2.947148196689674,3.0361993579409297,1.5554885469639674,1.5554885469639674
70,0.7000000000000001,0.5354127483148227,0.4645872516851773,3.0412437011611773,2.179733120557762,2.500507131205822,2.8948956843608844,3.0726352296244275,1.6204306453133346,2.762417351021166,3.102138183517682,2.1025678218596764,2.5574767632586113,2.8473534528105877,3.1032737862049076,1.6760114163745667,2.8586760950697925,2.970971257781074,2.2687314900638595,2.434832522960562,2.9496657036318474,3.037320509347296,1.5565126334279151,1.5565126334279151
71,0.71,0.5366641121707538,0.4633358878292461,3.0445886652508114,2.1736815823183817,2.5057594225449518,2.8957062695272247,3.0735887096771037,1.6214704322604385,2.76935587463659,3.1054400610025286,2.0971046140158047,2.5621050831086247,2.8480755000462676,3.1035362201810637,1.67633113411214,2.8650200591644874,2.973942923704135,2.2624613220814633,2.440414235705951,2.950895847178462,3.038864570898289,1.5579928796544882,1.5579928796544882
72,0.72,0.5379139085011498,0.4620860914988502,3.0477649422400805,2.167234037772341,2.5103039727912466,2.896802899637407,3.074676393564824,1.6227644804518102,2.7770482199187967,3.1083371317283386,2.0908210139479193,2.566099775598404,2.8493106787325746,3.1042157414550133,1.6776129354892482,2.872393228567317,2.9770258172227733,2.2562422473548684,2.4452127014907283,2.9521597795697962,3.0402230380836963,1.5589499139373075,1.5589499139373075
73,0.73,0.53939551094807,0.4606044890519299,3.050673640555131,2.1604277700677765,2.51527247181226,2.8975608111086566,3.0756287183304707,1.624514467134949,2.7851691595232535,3.1114292454853514,2.0852180675262795,2.5705459121120215,2.8499460462345976,3.1043654048144735,1.6793297746144722,2.879813852813948,2.9793115175332527,2.248674405636846,2.450426466135056,2.9533864755128163,3.0419219280038887,1.560372132347374,1.560372132347374
74,0.74,0.5409244216426773,0.4590755783573227,3.053075146177723,2.153617541354562,2.519553392671925,2.8984335216662798,3.0767691680880036,1.625644648960711,2.793347894672901,3.115481190142879,2.07893866237471,2.575693747910398,2.851358755205092,3.1054703224942934,1.6809661058605359,2.8879174038656243,2.979391315754952,2.241759227501695,2.4533561985860337,2.9539057043416967,3.0429248309996284,1.5605546792849632,1.5605546792849632
75,0.75,0.5425592370222123,0.4574407629777877,3.056596335786154,2.146846597346322,2.525238364069753,2.899222590682479,3.077996416176157,1.626967502449564,2.801913658167051,3.1191233407079646,2.072403161871981,2.581065930001387,2.852419136161322,3.1067266723891565,1.682139960607114,2.8965070370199184,2.982295432139336,2.235317777349168,2.458987161198288,2.9547213954117013,3.0439011856258684,1.5616478285918083,1.5616478285918083
76,0.76,0.5442090661551898,0.4557909338448102,3.060373751560549,2.1391493260043832,2.5308797267880654,2.900941816964264,3.0795482295476964,1.6286156687681925,2.81153371656552,3.1220749946330177,2.0650740242260097,2.58569976076555,2.854043914287946,3.1076939082560506,1.6833866983258983,2.905309542729254,2.9864109455865955,2.22771105108896,2.4652533150041527,2.957060315085197,3.0458491433829615,1.5632141936592492,1.5632141936592492
77,0.77,0.5455375362474493,0.4544624637525507,3.0626722698203643,2.1313767897718576,2.5358921839487185,2.9017194572886273,3.080193619481693,1.6302551069077826,2.8199991765366765,3.1242330526368085,2.0578438997465107,2.590528623386976,2.855306217858978,3.107671534307182,1.6847374138447708,2.9133738754586918,2.988455318639195,2.2196716372947267,2.4700989950502477,2.9575888520418587,3.047104285857835,1.5648116207217206,1.5648116207217206
78,0.78,0.5475234270414994,0.4524765729585007,3.0666290572089525,2.123191641620042,2.541970750999388,2.9028895783588395,3.0816091461639736,1.6322322878386464,2.8294258613513854,3.1266558004760427,2.0508736646902874,2.596351936898368,2.856877899782522,3.1084140709104635,1.6867928944836017,2.921511171576658,2.9936888930805745,2.2108602729316056,2.475962144116906,2.95871659634335,3.049077556869211,1.566174386749378,1.566174386749378
79,0.79,0.5502057613168724,0.44979423868312757,3.0691893979913236,2.1163715290770213,2.5479526503871353,2.9042081368953623,3.082622062113125,1.6343759784115814,2.8375082537966714,3.12856719394217,2.0459606393388383,2.600849816255945,2.857573151040644,3.1087029250873055,1.6888508938244853,2.9277959272569687,2.996225040564257,2.2026651564113466,2.483027659856726,2.9614370370371903,3.050609309449401,1.5676756873279607,1.5676756873279607
80,0.8,0.5521563868950908,0.4478436131049092,3.072307356880334,2.108806059272599,2.5537927267051663,2.9053709688102347,3.0832053812967195,1.6366882863171055,2.846827147268225,3.1321220562167635,2.0386171240269877,2.6065816571219003,2.859233212341346,3.1090093916657278,1.6908972002262443,2.9364101980424193,2.9981601618360014,2.1956955971303818,2.4884184047793734,2.962494831043525,3.051243379748233,1.5697248908296944,1.5697248908296944
81,0.81,0.5544475036312788,0.44555249636872113,3.0759423503325944,2.1002748253367334,2.560732510288066,2.9073207133785415,3.0840961413477914,1.6387259183572571,2.8567591793373595,3.134843740769185,2.031809512456742,2.613214253976717,2.861196286042363,3.1089480671305454,1.692692718691561,2.945502850831445,3.0021734305057155,2.1858526409893293,2.4950909562446744,2.965003723008317,3.0529840750111936,1.5713643942200815,1.5713643942200815
82,0.8200000000000001,0.5556864180026071,0.4443135819973929,3.079164211693758,2.092629189943965,2.5674594904392225,2.9077334729372692,3.0845625414093085,1.6414226596188621,2.8660086107319223,3.13824444098896,2.0247516374690138,2.6192584739156195,2.861132004513089,3.1093896713617095,1.6952790537795694,2.9540243596183626,3.0048139016085478,2.1779985022269344,2.5023422187377498,2.966282106810631,3.0533380569988955,1.5738651954059033,1.5738651954059033
83,0.8300000000000001,0.5580674456620451,0.4419325543379548,3.0825571588346383,2.0838665532416947,2.575266939885689,2.9083525158897903,3.086125667330847,1.6443737120989108,2.8773314549465407,3.140136622763908,2.0158398837439404,2.626515425304728,2.8620135587252236,3.109755293186625,1.6974838677816553,2.96466891579024,3.0093884008493275,2.170423600605134,2.510208124791458,2.967150770376677,3.0561140431710605,1.577096713654183,1.577096713654183
84,0.84,0.5606364642021044,0.4393635357978956,3.0856796305677876,2.0746338398710553,2.5833235684712132,2.910275777729938,3.0870710159701056,1.6473267520281498,2.888286231598897,3.142803897094515,2.007314349525375,2.635494524595863,2.8646831635129413,3.109909532779942,1.700118433886025,2.9757393553800573,3.0123887900355872,2.16122632193195,2.516444583091938,2.9686794554333145,3.05777320325776,1.5798102196284582,1.5798102196284582
85,0.85,0.5631724857268335,0.43682751427316646,3.0896899836068976,2.0654707581528307,2.5914635414500227,2.91071640023698,3.0881405237628923,1.650958915519647,2.8983490318656653,3.146065971201881,1.9980366007260528,2.643232044198895,2.8648357300089167,3.1096244825547497,1.7035206718346254,2.9858573866588185,3.0164901988839605,2.15307025986527,2.524316835467227,2.9701412203571094,3.0602498280631396,1.5829372282998138,1.5829372282998138
86,0.86,0.5652736523247949,0.4347263476752051,3.0926419325473478,2.0570250156907197,2.598896330744754,2.9115363882742704,3.089352224308176,1.6540357620320856,2.909276729559856,3.148046003990142,1.9896446780759358,2.650253020555468,2.8655757097792476,3.1102052069793964,1.7060890505209356,2.996137101242824,3.019921955226946,2.145305784268069,2.531582600647848,2.971713103986382,3.0620038913854657,1.5859475443558755,1.5859475443558755
87,0.87,0.5681444472552492,0.43185555274475085,3.097962157771513,2.0481939323838,2.6083347298364896,2.912793292655412,3.091912295042858,1.6587602176570702,2.9201284744863347,3.1533876644599013,1.9813706033863696,2.6597840699042177,2.867510358451759,3.111781330408677,1.7104315789473685,3.0062071881607166,3.0244414184081814,2.1370229007633967,2.54017086881505,2.9727158699999245,3.065578352993706,1.5904575054266155,1.5904575054266155
88,0.88,0.5713403653202984,0.4286596346797016,3.1041008033169213,2.03758687359556,2.6183622861000755,2.915178286754617,3.093685610704195,1.663096754901451,2.9317446184466642,3.1600880162491536,1.9723257827810832,2.670226727610083,2.870508543120058,3.1131017339637426,1.7146810634243717,3.0164917404399425,3.028627928202008,2.1252556174616215,2.54854087973681,2.975215034038622,3.0675678430892095,1.5938337597465886,1.5938337597465886
89,0.89,0.5742992927440781,0.42570070725592185,3.1087245287284855,2.0277880591064994,2.6285445171524886,2.9153946312205,3.094231753797365,1.668678584592702,2.943407314429276,3.1634987034590734,1.9611638954869386,2.6803729146221786,2.8707638375373685,3.111773790746426,1.7200589970501474,3.0289223454833905,3.033809555674518,2.1180556486758855,2.557754171972388,2.9762657163988955,3.0702981394305775,1.5986753968785585,1.5986753968785585
90,0.9,0.5772269080436124,0.42277309195638757,3.1136215461036945,2.0165540540540166,2.638451484409037,2.916386381070524,3.0948081029007493,1.6746902145147733,2.956015037594087,3.1678113308391236,1.9491483263938016,2.691010934819897,2.8718040749913674,3.111338393353664,1.7261955879984971,3.0427373546118766,3.0385185185185186,2.1090612244898437,2.5656996587030716,2.9780126185574267,3.0719392314566454,1.6035457443653618,1.6035457443653618
91,0.91,0.5810835544980324,0.4189164455019676,3.117259768051912,2.004014331930252,2.650561992045651,2.918065297744558,3.094981767668079,1.6822148986229326,2.968769375457265,3.17082768378235,1.935392720306558,2.701560468140442,2.8748110748111158,3.1101678144540883,1.733466978340632,3.05589273957027,3.041593804646515,2.0991945528523184,2.578644661165291,2.9789350497367217,3.073578222185045,1.6100674775074975,1.6100674775074975
92,0.92,0.5842815219070174,0.41571847809298257,3.123487530638447,1.994297799013055,2.6637504384084796,2.9199540805678246,3.0961478233636055,1.690494289166959,2.9813555999843757,3.173958264544674,1.9260108630054684,2.71391923204237,2.8772256591055583,3.109101788444846,1.7421000331235508,3.068588282611624,3.0511126893939395,2.090179832407526,2.591961917392952,2.981018474506471,3.0775968770828013,1.616712445538928,1.616712445538928
93,0.93,0.5885554574874963,0.4114445425125037,3.127592715967133,1.9833139690767754,2.6747518803685075,2.921182510600756,3.094774162793374,1.6979226934888068,2.995589353612206,3.1776163008465055,1.9137305502846624,2.72523673530738,2.878499735869013,3.1078009905221484,1.7484309230306674,3.084853543785097,3.0547403447523456,2.0829294795175706,2.6014405762304924,2.983151333649875,3.0758290373295774,1.6246044735406437,1.6246044735406437
94,0.9400000000000001,0.5942327497425335,0.4057672502574665,3.135079809286899,1.9682440522671922,2.694520903661387,2.9259413668711245,3.096676054379062,1.708977986605057,3.0111516414799744,3.1816666666666666,1.8992565380915205,2.7435279298062722,2.8837921378254574,3.107691860634101,1.7600521059487624,3.099413977083855,3.065614510715208,2.0696759259259374,2.6216748450413223,2.9885320440875973,3.0802717555930763,1.633052543248128,1.633052543248128
95,0.9500000000000001,0.5987903225806451,0.4012096774193548,3.14164144066226,1.9539746867012149,2.715389139991332,2.9305934939161222,3.095960538042165,1.7211068111455108,3.0290046801872266,3.1884780607548326,1.8835656334512338,2.7633415435139574,2.890741312476409,3.105890434484014,1.7703437660338635,3.119721239858505,3.0702028081123247,2.0593307392996154,2.642461370376151,2.9911855213059857,3.0808508414340867,1.6461943793911007,1.6461943793911007
96,0.96,0.6041666666666666,0.3958333333333333,3.1518994672226084,1.9404602705644942,2.739648634006656,2.9368085198120406,3.0977408586289874,1.734786311551564,3.0442178988326916,3.1976884103863203,1.8693625241468221,2.7846021860701575,2.897913213481226,3.107668111876269,1.7842470109386925,3.136801442183846,3.0803995253164556,2.0487737885030373,2.6696516920641202,2.997311472519696,3.08229145994573,1.6578452710724179,1.6578452710724179
97,0.97,0.6133734857299296,0.3866265142700705,3.1509497264374935,1.9253719008264638,2.759463233012721,2.935131463830183,3.0935781720096123,1.7514728682170542,3.0619962802231555,3.1966217340655683,1.850876601483479,2.8072942747454515,2.894743689825636,3.1032557100575118,1.8013552960800667,3.1576838916007226,3.076332245785753,2.0432764140874986,2.681552474170745,3.000846791265936,3.077838328792008,1.670210597826087,1.670210597826087
98,0.98,0.6191014701346766,0.38089852986532335,3.154128086419753,1.9181035831638242,2.790611488573193,2.9414272697577446,3.0894183168316856,1.7845120444718963,3.0722091748864733,3.1951489780842155,1.8425888324872972,2.843218249075216,2.9066468744845615,3.0918232772831917,1.8374630177514792,3.1717981232563965,3.0852625051674245,2.0394940840473192,2.702498967368856,2.999495158107293,3.085399449035824,1.6957644628099173,1.6957644628099173
99,0.99,0.6361213612136122,0.3638786387863879,3.1711300309597523,1.9005957980558053,2.8255813953488373,2.9552866549453456,3.0924031007751904,1.8290065096094235,3.0891331658291397,3.21234509056244,1.8233134920634928,2.886157517899761,2.9192837026409424,3.094168260038253,1.8809608965188365,3.1922542204568116,3.0947438162544167,2.0334185848252395,2.713274336283186,3.0217903415783307,3.0891438658428925,1.7325066430469442,1.7325066430469442
